chr_name	ensembl_id	gene_symbol	gene_start	gene_end	gene_strand	te_name	te_start	te_end	te_strand	strand_relation
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluSc	62936004	62936306	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	MamRep1161	62937229	62937335	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L1MB1	62937544	62938010	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluJo	62938154	62938468	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	MIRc	62938744	62938826	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluJb	62939698	62940007	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluJo	62940035	62940330	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	MER39	62943899	62944332	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	FLAM_A	62927425	62927550	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L1ME3	62944883	62944993	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluY	62932771	62933079	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L2c	62933473	62933793	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	Tigger3b	62946979	62947189	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L1MB1	62947198	62947645	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L1M5	62906266	62906427	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluSc	62907383	62907692	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluY	62908627	62908889	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L2a	62909934	62910010	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	MER2	62911033	62911261	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	FRAM	62912756	62912913	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	Tigger1	62912913	62914237	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluSg	62914237	62914549	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	Tigger1	62914549	62915101	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	HAL1b	62915139	62916469	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	MER20	62917047	62917261	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluSx	62918833	62919140	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L1PA10	62920802	62920910	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	Charlie16a	62921141	62921326	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluSx	62921326	62921634	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	Charlie16a	62921634	62921784	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L1MA9	62923249	62923533	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluSx	62944501	62944828	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	AluJb	62946302	62946594	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	Tigger3b	62946909	62946981	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L1MC3	62955965	62956439	-	Antisense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	L1PB1	62951036	62952479	+	Sense
chr9	ENSPPYG00000019265	ZNG1A	62903752	62956011	+	MIRb	62953105	62953241	+	Sense
chr9	ENSPPYG00000019268	PGM5	63039743	63201720	+	MIRm	63046023	63046083	+	Sense
chr9	ENSPPYG00000019268	PGM5	63039743	63201720	+	L2c	63055896	63056105	+	Sense
chr9	ENSPPYG00000019268	PGM5	63039743	63201720	+	L2c	63045335	63045521	+	Sense
chr9	ENSPPYG00000019268	PGM5	63039743	63201720	+	L1ME5	63054423	63055334	-	Antisense
chr9	ENSPPYG00000019268	PGM5	63039743	63201720	+	L2c	63055363	63055791	+	Sense
chr9	ENSPPYG00000019291	TMC1	67384135	67580951	+	MamRep4096	67476604	67476672	+	Sense
chr9	ENSPPYG00000019291	TMC1	67384135	67580951	+	MIRb	67477871	67477992	-	Antisense
chr9	ENSPPYG00000019291	TMC1	67384135	67580951	+	MLT1I	67567263	67567544	-	Antisense
chr9	ENSPPYG00000019291	TMC1	67384135	67580951	+	MamRep4096	67476704	67476773	+	Sense
chr9	ENSPPYG00000019291	TMC1	67384135	67580951	+	MER106B	67477449	67477637	+	Sense
chr9	ENSPPYG00000019312	CEP78	73231759	73262320	+	MLT1E3	73257640	73257724	-	Antisense
chr9	ENSPPYG00000019312	CEP78	73231759	73266073	+	L1ME4a	73257360	73257540	-	Antisense
chr9	ENSPPYG00000019312	CEP78	73231759	73266073	+	MLT1E3	73257640	73257724	-	Antisense
chr9	ENSPPYG00000019312	CEP78	73231759	73262320	+	L1ME4a	73257360	73257540	-	Antisense
chr9	ENSPPYG00000019333	AGTPBP1	80684209	80857570	-	MIR	80738908	80739029	-	Sense
chr9	ENSPPYG00000019333	AGTPBP1	80684209	80857570	-	L1MC	80738297	80738904	-	Sense
chr9	ENSPPYG00000019333	AGTPBP1	80684209	80857570	-	L1MC	80739080	80739356	-	Sense
chr9	ENSPPYG00000019333	AGTPBP1	80684209	80857570	-	L1ME4a	80757606	80757998	+	Antisense
chr9	ENSPPYG00000019443	STX17	95723621	95779293	+	Zaphod2	95736482	95737066	-	Antisense
chr9	ENSPPYG00000019443	STX17	95723621	95779293	+	Zaphod2	95736196	95736469	-	Antisense
chr9	ENSPPYG00000019443	STX17	95723621	95779293	+	L1M5	95737357	95737741	-	Antisense
chr9	ENSPPYG00000019589	STRBP	119978689	120066061	-	L3	119987887	119987966	-	Sense
chr9	ENSPPYG00000019589	STRBP	119978689	120066061	-	MIR	119987497	119987633	+	Antisense
chr9	ENSPPYG00000024842	U6	89059005	89059117	+	L1MB4	89059081	89059167	-	Antisense
chr11	ENSPPYG00000025912	ENSPPYG00000025912	55822751	55840850	+	L1MEc	55833706	55834958	+	Sense
chr11	ENSPPYG00000025912	ENSPPYG00000025912	55822751	55840850	+	FLAM_C	55834958	55835095	+	Sense
chr11	ENSPPYG00000025912	ENSPPYG00000025912	55822751	55840850	+	L1MEc	55835095	55836227	+	Sense
chr5	ENSPPYG00000028109	U6	150969120	150969223	-	L1PA11	150968978	150969120	-	Sense
chr4	ENSPPYG00000029492	SULT1E1	72891197	72905269	-	MIRb	72891595	72891729	+	Antisense
chr2a	ENSPPYG00000029532	LRPPRC	67491181	67553220	+	Charlie4z	67493319	67493481	-	Antisense
chr10	ENSPPYG00000029542	WAPL	48247794	48337632	+	L2c	48315526	48315611	+	Sense
chr10	ENSPPYG00000029542	WAPL	48247794	48337632	+	MIR	48315879	48316086	+	Sense
chr10	ENSPPYG00000029542	WAPL	48247794	48337632	+	MIR	48316168	48316226	+	Sense
chr15	ENSPPYG00000029802	DMXL2	48048446	48162713	-	L2b	48152422	48152488	+	Antisense
