Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
NLN	NLN	chr5	+	67325373	67433052	1.129489	3.496537	3.709074
SREK1	SREK1	chr5	+	67775588	67811569	9.368775	29.002735	30.765661
PIK3R1	PIK3R1	chr5	+	69884655	69971032	1.140468	3.530524	3.745127
DKFZP459B1536	DKFZP459B1536	chr5	+	69963021	69971053	0.000000	0.000000	0.000000
MRPS36	MRPS36	chr5	+	70926406	70942078	11.291949	34.956264	37.081078
CCDC125	CCDC125	chr5	-	71003846	71059318	1.906027	5.900451	6.259109
RAD17	RAD17	chr5	+	71100410	71146370	1.695220	5.247859	5.566850
OCLN	OCLN	chr5	+	71225247	71295523	0.0	0.0	0.0
SMN1	SMN1	chr5	-	71416316	71444392	9.027814	27.947227	29.645996
MRPS27	MRPS27	chr5	-	72256251	72357954	5.584793	17.288734	18.339628
DKFZP469J2323	DKFZP469J2323	chr5	-	72256253	72357960	0.000000	0.000000	0.000000
PTCD2	PTCD2	chr5	+	72358093	72398956	0.305772	0.946572	1.004110
TNPO1	TNPO1	chr5	+	72878261	72972772	0.000000	0.000000	0.000000
FCHO2	FCHO2	chr5	+	73019317	73150652	0.000000	0.000000	0.000000
TMEM174	TMEM174	chr5	+	73232837	73234412	0.0	0.0	0.0
ANKRA2	ANKRA2	chr5	-	73628911	73642607	6.143154	19.017242	20.173203
UTP15	UTP15	chr5	+	73642807	73658925	1.723341	5.334910	5.659192
ARHGEF28	ARHGEF28	chr5	+	73899735	74032024	0.000000	0.000000	0.000000
GFM2	GFM2	chr5	-	74845850	74889037	9.214950	28.526539	30.260523
HMGCR	HMGCR	chr5	+	75497267	75521899	5.846274	18.098196	19.198294
CERT1	CERT1	chr5	-	75533696	75677620	0.534263	1.653908	1.754440
POLK	POLK	chr5	+	75713155	75764372	0.770879	2.386395	2.531452
SCAMP1	SCAMP1	chr5	+	78483106	78594039	0.517178	1.601018	1.698336
BHMT2	BHMT2	chr5	+	79207930	79227540	0.0	0.0	0.0
BHMT	BHMT	chr5	+	79250884	79273758	0.0	0.0	0.0
HOMER1	HOMER1	chr5	-	79525906	79664943	0.0	0.0	0.0
MSH3	MSH3	chr5	+	80842716	81067687	1.594331	4.935539	5.235546
CKMT2	CKMT2	chr5	+	81430840	81463909	0.0	0.0	0.0
ZCCHC9	ZCCHC9	chr5	+	81493682	81504879	5.246966	16.242929	17.230255
TMEM167A	TMEM167A	chr5	-	83302844	83329722	9.180238	28.419083	30.146534
XRCC4	XRCC4	chr5	+	83357089	83570434	0.000000	0.000000	0.000000
EDIL3	EDIL3	chr5	-	84182688	84656398	0.0	0.0	0.0
COX7C	COX7C	chr5	+	87080459	87085190	165.738434	513.073242	544.260315
RASA1	RASA1	chr5	+	87744993	87866479	2.866188	8.872802	9.412134
CCNH	CCNH	chr5	-	87864391	87887427	14.530223	44.980930	47.715092
MEF2C	MEF2C	chr5	-	89262542	89427104	11.504472	35.614166	37.778969
DKFZP459M227	DKFZP459M227	chr5	-	89262560	89427097	0.000000	0.000000	0.000000
ARRDC3	ARRDC3	chr5	-	91902686	91917597	0.869188	2.690728	2.854284
PCSK1	PCSK1	chr5	-	97079657	97123390	0.0	0.0	0.0
CAST	CAST	chr5	+	97404706	97482208	6.923229	29.293438	31.074038
ERAP1	ERAP1	chr5	-	97482016	97520398	6.248785	19.344242	20.520079
ERAP2	ERAP2	chr5	+	97588686	97643845	15.223232	47.126263	49.990826
SLCO4C1	SLCO4C1	chr5	-	102629254	102689914	0.791667	2.450748	2.599716
GIN1	GIN1	chr5	-	103510529	103543128	0.863611	2.673464	2.835970
MACIR	MACIR	chr5	+	103683883	103703512	1.220197	3.777340	4.006945
NUDT12	NUDT12	chr5	-	103975836	103989786	1.274735	3.946172	4.186040
PJA2	PJA2	chr5	-	110080491	110152157	4.172188	12.915760	13.700843
STARD4	STARD4	chr5	-	112325186	112341595	4.364029	13.509639	14.330821
NREP	NREP	chr5	-	112551053	112579080	0.000000	0.000000	0.000000
SRP19	SRP19	chr5	+	113697397	113704012	78.669914	243.536911	258.340271
REEP5	REEP5	chr5	-	113712380	113791784	20.167969	62.433586	66.228600
DCP2	DCP2	chr5	+	113840026	113880944	3.416514	32.604141	34.585983
MCC	MCC	chr5	-	113885869	114108479	0.000000	0.000000	0.000000
YTHDC2	YTHDC2	chr5	+	114403949	114487045	1.612893	4.993001	5.296500
KCNN2	KCNN2	chr5	+	115366293	115459469	0.0	0.0	0.0
TICAM2	TICAM2	chr5	-	116628367	116651346	0.0	0.0	0.0
CDO1	CDO1	chr5	-	116878211	116890097	0.0	0.0	0.0
ATG12	ATG12	chr5	-	116901586	116915643	3.672233	11.368060	12.059066
TNFAIP8	TNFAIP8	chr5	+	120557498	120596704	86.625099	268.163635	284.463898
SRFBP1	SRFBP1	chr5	+	123279403	123343116	10.501519	32.509350	34.485424
SNX2	SNX2	chr5	+	124065180	124120679	13.412937	41.522167	44.046085
CSNK1G3	CSNK1G3	chr5	+	124857090	124928272	0.000000	0.000000	0.000000
GRAMD2B	GRAMD2B	chr5	+	127726311	127845912	2.215164	6.857440	7.274269
CHSY3	CHSY3	chr5	+	131323089	131621899	0.0	0.0	0.0
HINT1	HINT1	chr5	-	132614717	132623140	142.674118	441.673462	468.520538
LYRM7	LYRM7	chr5	+	132629000	132663612	0.0	0.0	0.0
CDC42SE2	CDC42SE2	chr5	+	132724040	132851183	13.687689	42.372711	44.948330
FNIP1	FNIP1	chr5	-	133097516	133255614	2.553770	7.905656	8.386200
KIF3A	KIF3A	chr5	-	134150136	134192259	6.742963	20.874054	22.142883
UQCRQ	UQCRQ	chr5	+	134324779	134325834	551.515259	1707.314941	1811.093994
HSPA4	HSPA4	chr5	+	134514140	134555481	10.562860	32.699238	34.686859
C5H5orf15	C5H5orf15	chr5	-	135392793	135405958	16.651604	51.548046	54.681385
SKP1	SKP1	chr5	-	135601590	135625279	242.786835	751.590454	797.275757
C5H5orf24	C5H5orf24	chr5	+	136320828	136335189	0.0	0.0	0.0
SMAD5	SMAD5	chr5	+	137661260	137706465	0.0	0.0	0.0
KLHL3	KLHL3	chr5	-	139174267	139290435	0.0	0.0	0.0
BRD8	BRD8	chr5	-	139719368	139741008	11.330681	35.076168	37.208267
FAM53C	FAM53C	chr5	+	139912650	139924419	4.264606	13.201858	14.004331
ETF1	ETF1	chr5	-	140064579	140104611	35.550686	110.053566	116.743149
HSPA9	HSPA9	chr5	-	140113827	140135118	76.492584	236.796600	251.190247
MATR3	MATR3	chr5	+	140845207	140882039	7.823615	106.057831	112.504539
PAIP2	PAIP2	chr5	+	140893717	140923947	29.543739	91.457977	97.017242
SLC23A1	SLC23A1	chr5	-	140921827	140938339	0.000000	0.000000	0.000000
CXXC5	CXXC5	chr5	+	141248222	141251441	7.743079	23.970100	25.427118
PFDN1	PFDN1	chr5	-	141733587	141797187	25.659996	79.435150	84.263603
EIF4EBP3	EIF4EBP3	chr5	+	142037200	142039110	13.693198	42.389767	44.966423
SLC35A4	SLC35A4	chr5	+	142054117	142058379	19.386518	60.014462	63.662437
NDUFA2	NDUFA2	chr5	-	142136002	142138208	218.407608	676.120117	717.218079
IK	IK	chr5	+	142138424	142153316	135.802460	420.401031	445.955048
WDR55	WDR55	chr5	+	142155688	142161874	5.340270	16.531769	17.536652
HARS1	HARS1	chr5	-	142164981	142183435	61.556671	190.559784	202.142944
HARS2	HARS2	chr5	+	142183434	142192025	21.087105	65.278938	69.246910
PCDHA5	PCDHA5	chr5	+	142314230	142514798	0.000000	0.000000	0.000000
RPL27A	RPL27A	chr5	-	142400942	142401449	1022.126282	3164.176270	3356.510498
PCDHB4	PCDHB4	chr5	+	142633204	142636996	0.0	0.0	0.0
TAF7	TAF7	chr5	-	142833420	142835710	26.376038	81.651787	86.614983
PCDHGA9	PCDHGA9	chr5	+	142917598	143030072	0.523324	1.620044	1.718518
PCDHGC5	PCDHGC5	chr5	+	143005613	143030069	0.000000	0.000000	0.000000
HDAC3	HDAC3	chr5	-	143141694	143158335	18.953318	58.673416	62.239872
FCHSD1	FCHSD1	chr5	-	143162500	143172815	0.992155	3.071395	3.258089
RNF14	RNF14	chr5	+	143506621	143526718	6.776502	20.977882	22.253019
GNPDA1	GNPDA1	chr5	-	143538845	143551126	2.111159	6.535474	6.932732
FGF1	FGF1	chr5	-	144146324	144241647	0.0	0.0	0.0
NR3C1	NR3C1	chr5	-	144851094	144976359	0.306141	0.957958	1.016188
YIPF5	YIPF5	chr5	-	145760231	145771640	2.886398	8.935366	9.478501
APOOL	APOOL	chr5	+	147651972	147652677	0.0	0.0	0.0
PPP2R2B	PPP2R2B	chr5	-	148266678	148730802	4.980068	17.452028	18.512848
STK32A	STK32A	chr5	+	148942663	149096603	0.000000	0.000000	0.000000
ABLIM3	ABLIM3	chr5	+	151062322	151181963	0.0	0.0	0.0
GRPEL2	GRPEL2	chr5	+	151266586	151275830	2.397649	7.422356	7.873522
CSNK1A1	CSNK1A1	chr5	-	151418696	151475826	17.367943	53.765602	57.033733
CAMK2A	CAMK2A	chr5	-	152177708	152250118	0.0	0.0	0.0
CD74	CD74	chr5	-	152369073	152382850	1843.963379	5708.321289	6055.301270
SYNPO	SYNPO	chr5	+	152614807	152626500	0.0	0.0	0.0
RBM22	RBM22	chr5	-	152665575	152676520	29.692005	91.916954	97.504128
DCTN4	DCTN4	chr5	-	152695440	152742476	5.376197	16.642986	17.654631
GPX3	GPX3	chr5	+	153052118	153060507	0.743566	2.301843	2.441760
ANXA6	ANXA6	chr5	-	153132986	153194866	166.614441	515.785034	547.137024
SLC36A2	SLC36A2	chr5	-	153361331	153394023	0.0	0.0	0.0
SPARC	SPARC	chr5	-	153719670	153744185	1.447796	4.481914	4.754346
DKFZP468G1528	DKFZP468G1528	chr5	-	153719677	153744186	0.000000	0.000000	0.000000
G3BP1	G3BP1	chr5	+	153825929	153860239	35.227791	109.053986	115.682823
MFAP3	MFAP3	chr5	+	156161667	156180075	1.451004	4.491845	4.764881
MRPL22	MRPL22	chr5	+	157078076	157106492	21.288561	65.902580	69.908463
CYFIP2	CYFIP2	chr5	+	159495909	159637662	43.580566	134.911514	143.112091
CLINT1	CLINT1	chr5	-	160070967	160145416	4.336882	13.425601	14.241674
UBLCP1	UBLCP1	chr5	+	161595708	161621098	1.666504	5.158964	5.472551
GABRA1	GABRA1	chr5	+	164271635	164323067	0.0	0.0	0.0
GABRG2	GABRG2	chr5	+	164492374	164584555	0.0	0.0	0.0
CCNG1	CCNG1	chr5	+	165904104	165911487	65.909149	204.033661	216.435822
MAT2B	MAT2B	chr5	+	165974752	165991258	7.109920	22.010040	23.347918
RARS1	RARS1	chr5	+	171133952	171166662	58.128571	179.947479	190.885574
NPM1	NPM1	chr5	+	173987208	174009610	813.662842	2518.840088	2671.947510
ATP6V0E1	ATP6V0E1	chr5	+	175641766	175693718	223.562042	692.076599	734.144409
STC2	STC2	chr5	-	175987085	175998776	0.0	0.0	0.0
KIAA1191	KIAA1191	chr5	-	179067870	179085932	2.142652	6.632966	7.036150
ZNF346	ZNF346	chr5	+	179694894	179739275	7.804133	24.159101	25.627609
NHP2	NHP2	chr5	-	180707332	180712504	387.249329	1198.800049	1271.669067
CANX	CANX	chr5	+	182311418	182343688	36.191448	112.037163	118.847321
SQSTM1	SQSTM1	chr5	+	182445918	182460400	26.608875	82.372574	87.379585
GFPT2	GFPT2	chr5	-	182965782	183021307	0.000000	0.000000	0.000000
MGAT1	MGAT1	chr5	-	183467397	183485838	38.812359	120.150665	127.454010
DCP2	DCP2	chr5_random	+	7174423	7186198	0.000000	0.000000	0.000000
CANX	CANX	chr5_random	+	8216416	8226882	0.0	0.0	0.0
AMACR	AMACR	chr5_random	-	8318718	8319474	8.912814	27.591225	29.268353
SLC6A19	SLC6A19	chr5_random	+	13500314	13508720	0.0	0.0	0.0
EXOC2	EXOC2	chr6	-	377832	529913	5.883522	18.213505	19.320610
SERPINB6	SERPINB6	chr6	-	2944082	2969273	135.413757	419.197723	444.678619
NQO2	NQO2	chr6	+	2998267	3018020	8.818075	27.297945	28.957245
PRPF4B	PRPF4B	chr6	+	4064353	4107891	5.779304	17.890879	18.978373
SSR1	SSR1	chr6	-	7501196	7526675	9.321068	28.855047	30.608999
RIOK1	RIOK1	chr6	+	7613401	7640630	4.634361	14.346500	15.218551
SLC35B3	SLC35B3	chr6	-	8683825	8706746	2.240098	6.934628	7.356148
GCNT2	GCNT2	chr6	+	10856660	10967986	0.135066	0.418121	0.443537
TMEM14C	TMEM14C	chr6	+	11080972	11088963	62.354942	193.030975	204.764343
ERVFRD-1	ERVFRD-1	chr6	-	11475397	11484657	0.0	0.0	0.0
SIRT5	SIRT5	chr6	+	14079627	14117585	0.350255	4.765298	5.054956
GMPR	GMPR	chr6	+	16867369	16923653	7.351535	22.758001	24.141346
CAP2	CAP2	chr6	+	18088176	18252947	0.0	0.0	0.0
TPMT	TPMT	chr6	-	18865697	18891107	0.338219	1.047018	1.110661
NRSN1	NRSN1	chr6	+	25144197	25165343	0.0	0.0	0.0
MRS2	MRS2	chr6	+	25442478	25474388	2.101280	6.504891	6.900290
ACOT13	ACOT13	chr6	+	25741255	25775885	140.771851	435.784668	462.273804
C6H6orf62	C6H6orf62	chr6	-	25779570	25793928	47.794960	147.957916	156.951523
CARMIL1	CARMIL1	chr6	+	26334345	26687736	0.168709	0.522269	0.554015
LOC100190801	LOC100190801	chr6	-	27118090	27120131	0.373164	1.155197	1.225415
HIST1H2BC	HIST1H2BC	chr6	-	27210535	27219532	17.540092	54.298519	57.599049
BTN3A3	BTN3A3	chr6	+	27556959	27569800	7.230127	22.382162	23.742661
BTN2A1	BTN2A1	chr6	+	27574259	27585964	3.860459	11.950747	12.677173
ABT1	ABT1	chr6	+	27722002	27725082	1.290121	3.993802	4.236565
PGBD1	PGBD1	chr6	+	29166606	29205656	3.668224	11.355649	12.045901
GABBR1	GABBR1	chr6	-	30563680	30589455	3.727587	11.539418	12.240840
MOG	MOG	chr6	+	30619244	30635000	0.0	0.0	0.0
TRIM39	TRIM39	chr6	+	30994695	31011561	3.380411	10.464672	11.100766
RAN	RAN	chr6	+	31194634	31195692	7.441779	23.037371	24.437693
GNL1	GNL1	chr6	-	31258129	31269466	58.237000	180.283142	191.241638
ATAT1	ATAT1	chr6	+	31339385	31359939	3.236856	10.020272	10.629353
TUBB	TUBB	chr6	+	31440014	31444983	276.681458	856.517395	908.580750
DKFZP468I0328	DKFZP468I0328	chr6	+	31441194	31444104	0.000000	0.000000	0.000000
FLOT1	FLOT1	chr6	-	31447465	31462566	170.197128	526.875854	558.901978
DKFZP469M1914	DKFZP469M1914	chr6	-	31837060	31840314	522.518982	1617.551758	1715.874512
DDX39B	DDX39B	chr6	-	32028372	32040206	148.895798	460.933807	488.951599
NFKBIL1	NFKBIL1	chr6	+	32045998	32057193	13.118364	40.610264	43.078754
APOM	APOM	chr6	+	32153631	32155916	16.017857	49.586166	52.600254
ABHD16A	ABHD16A	chr6	-	32180947	32203259	5.055638	15.650640	16.601961
HSPA1A	HSPA1A	chr6	+	32315864	32318293	57.771542	178.842224	189.713135
NEU1	NEU1	chr6	-	32356952	32360774	8.751562	28.507298	30.240110
SLC44A4	SLC44A4	chr6	-	32361124	32378152	0.000000	0.000000	0.000000
C2	C2	chr6	+	32427811	32445662	0.000000	0.000000	0.000000
DKFZP469A1324	DKFZP469A1324	chr6	+	32428059	32445665	0.000000	0.000000	0.000000
ATF6B	ATF6B	chr6	-	32602836	32616492	9.098601	28.166363	29.878450
LOC100172120	LOC100172120	chr6	-	33111650	33139659	317.383789	982.518799	1042.241089
IP6K3	IP6K3	chr6	-	33734984	33761541	0.0	0.0	0.0
PACSIN1	PACSIN1	chr6	+	34514905	34534882	0.0	0.0	0.0
TAF11	TAF11	chr6	-	34883875	34894158	24.040962	74.423134	78.946938
FKBP5	FKBP5	chr6	-	35588583	35696344	1.015398	3.143348	3.334416
SRPK1	SRPK1	chr6	-	35840873	35931697	16.658039	51.567966	54.702518
STK38	STK38	chr6	-	36524338	36574761	2.618888	8.107240	8.600038
SRSF3	SRSF3	chr6	+	36620822	36629007	78.351372	242.550797	257.294220
C6H6orf89	C6H6orf89	chr6	+	36933792	36974643	10.697638	33.116467	35.129448
TBC1D22B	TBC1D22B	chr6	+	37326065	37406330	3.497832	10.828170	11.486360
RNF8	RNF8	chr6	+	37428033	37465380	12.556263	38.870178	41.232899
CMTR1	CMTR1	chr6	+	37518007	37567187	6.103799	18.895411	20.043966
MOCS1	MOCS1	chr6	-	39940050	39970103	0.0	0.0	0.0
APOBEC2	APOBEC2	chr6	+	41136558	41147708	0.0	0.0	0.0
TREM1	TREM1	chr6	-	41352150	41365636	0.0	0.0	0.0
PGC	PGC	chr6	-	41821853	41839082	0.0	0.0	0.0
MRPS10	MRPS10	chr6	-	42324786	42336820	10.889801	33.711342	35.760483
RPL7L1	RPL7L1	chr6	+	42957062	42967097	29.763748	92.139053	97.739716
CUL7	CUL7	chr6	-	43114581	43131925	8.782807	27.188765	28.841429
SLC22A7	SLC22A7	chr6	+	43379063	43386359	0.000000	0.000000	0.000000
TJAP1	TJAP1	chr6	+	43576804	43605349	5.720691	17.709433	18.785896
SLC29A1	SLC29A1	chr6	+	44168138	44182657	28.596241	88.524818	93.905792
HSP90AB1	HSP90AB1	chr6	+	44196026	44202841	610.702026	1890.538208	2005.454468
ENPP4	ENPP4	chr6	+	46122065	46136554	1.593056	4.931592	5.231359
DKFZP459K0524	DKFZP459K0524	chr6	+	46122237	46135752	0.000000	0.000000	0.000000
RCAN2	RCAN2	chr6	-	46211102	46331453	0.0	0.0	0.0
SLC25A27	SLC25A27	chr6	+	46638334	46663428	0.0	0.0	0.0
CD2AP	CD2AP	chr6	+	47499275	47650423	3.001891	9.292894	9.857762
MMUT	MMUT	chr6	-	49557500	49590265	1.070238	3.313115	3.514502
MCM3	MCM3	chr6	-	52612319	52633468	38.873379	120.339561	127.654388
ELOVL5	ELOVL5	chr6	-	53693091	53774275	5.370290	16.624701	17.635233
TINAG	TINAG	chr6	+	54796070	54892045	0.0	0.0	0.0
DST	DST	chr6	-	57058480	57435920	0.808157	2.501796	2.653867
ZNF451	ZNF451	chr6	+	57682902	57763435	0.622640	1.927495	2.044657
PTP4A1	PTP4A1	chr6	+	63795741	63806175	12.095952	37.445202	39.721306
EYS	EYS	chr6	-	63944972	65984737	0.0	0.0	0.0
FAM135A	FAM135A	chr6	+	70838161	70993080	0.041161	0.127421	0.135167
MTO1	MTO1	chr6	+	73946997	73991350	3.529433	10.925997	11.590132
EEF1A1	EEF1A1	chr6	-	74008511	74012080	6095.128418	18868.570312	20015.494141
TMEM30A	TMEM30A	chr6	-	75846716	75877735	4.026938	12.466113	13.223865
HMGN3	HMGN3	chr6	-	79900124	79933496	267.224121	827.240479	877.524231
SH3BGRL2	SH3BGRL2	chr6	+	80377769	80447930	2.608307	8.074485	8.565291
BCKDHB	BCKDHB	chr6	+	80868774	81115862	0.920114	2.848379	3.021517
UBE3D	UBE3D	chr6	-	83739097	83913025	1.273100	3.941111	4.180671
SNAP91	SNAP91	chr6	-	84423033	84586448	0.0	0.0	0.0
SNX14	SNX14	chr6	-	86411007	86503328	13.776415	42.647377	45.239693
SMIM8	SMIM8	chr6	+	88256357	88270808	2.664605	8.248765	8.750166
SLC35A1	SLC35A1	chr6	+	88408426	88447995	3.388900	10.490952	11.128643
RARS2	RARS2	chr6	-	88450072	88531765	6.368465	22.159714	23.506689
LYRM2	LYRM2	chr6	-	90599780	90604116	0.666028	2.061810	2.187137
MAP3K7	MAP3K7	chr6	-	91505291	91577896	3.914778	12.118902	12.855548
MANEA	MANEA	chr6	+	96895065	96929461	0.742239	2.297735	2.437402
NDUFAF4	NDUFAF4	chr6	-	98322896	98331259	7.851784	24.306614	25.784088
PNISR	PNISR	chr6	-	100945733	100971995	11.249752	34.825642	36.942513
USP45	USP45	chr6	-	100981600	101081593	0.903500	2.796947	2.966959
CCNC	CCNC	chr6	-	101110714	101137447	12.066907	37.355289	39.625923
ATG5	ATG5	chr6	-	108120109	108260583	8.964533	27.751329	29.438190
SEC63	SEC63	chr6	-	109895647	109982031	11.228615	34.760204	36.873100
SNX3	SNX3	chr6	-	110237351	110286946	15.177700	46.985310	49.841305
SESN1	SESN1	chr6	-	111054725	111164430	3.808999	11.791444	12.508185
WASF1	WASF1	chr6	-	112236220	112315180	0.0	0.0	0.0
HDAC2	HDAC2	chr6	-	116199668	116220824	0.000000	0.000000	0.000000
TSPYL1	TSPYL1	chr6	-	118552467	118555706	18.026543	55.804417	59.196480
GOPC	GOPC	chr6	-	119841522	119885392	1.312870	4.064226	4.311269
SERINC1	SERINC1	chr6	-	124969679	124998313	5.941857	18.394091	19.512173
TRDN	TRDN	chr6	-	125728945	126196804	0.0	0.0	0.0
HINT3	HINT3	chr6	+	128458579	128481904	4.772824	14.775138	15.673243
TRMT11	TRMT11	chr6	+	128488257	128540982	4.232973	13.103931	13.900453
DKFZP468A0422	DKFZP468A0422	chr6	+	129818858	129840557	0.000000	0.000000	0.000000
RNF146	RNF146	chr6	+	129818876	129840557	2.883495	8.926379	9.468968
ECHDC1	ECHDC1	chr6	-	129840894	129895808	12.894341	39.916759	42.343094
PTPRK	PTPRK	chr6	-	130573843	131158859	0.459943	1.423837	1.510384
ARHGAP18	ARHGAP18	chr6	-	132290721	132424999	3.508956	10.862606	11.522889
EPB41L2	EPB41L2	chr6	-	133634947	133865074	1.180365	3.664759	3.887521
ENPP3	ENPP3	chr6	+	134450208	134553698	0.920930	2.850905	3.024197
STX7	STX7	chr6	-	135292366	135347269	8.356483	25.869003	27.441446
TBPL1	TBPL1	chr6	+	136816502	136852881	7.016652	21.721317	23.041643
HBS1L	HBS1L	chr6	-	137887898	137981917	5.113285	15.829097	16.791265
MAP7	MAP7	chr6	-	139289481	139473444	0.371681	1.150606	1.220545
IFNGR1	IFNGR1	chr6	-	140106904	140128511	2.657895	8.227994	8.728131
VTA1	VTA1	chr6	+	145043490	145116526	3.435379	10.634835	11.281273
FUCA2	FUCA2	chr6	-	146438868	146454866	1.585018	4.906709	5.204963
PHACTR2	PHACTR2	chr6	+	146616086	146773501	0.0	0.0	0.0
LTV1	LTV1	chr6	+	146791590	146812563	9.330108	28.883032	30.638685
UTRN	UTRN	chr6	+	147241865	147842024	0.664457	2.056947	2.181978
TAB2	TAB2	chr6	+	152480321	152514150	6.476149	20.048088	21.266708
GINM1	GINM1	chr6	+	152677576	152702703	1.110658	3.438242	3.647235
PCMT1	PCMT1	chr6	+	152881837	152941346	21.838018	67.603523	71.712799
IYD	IYD	chr6	+	153519018	153553644	0.0	0.0	0.0
RMND1	RMND1	chr6	-	154639370	154689324	12.244616	37.905415	40.209496
TFB1M	TFB1M	chr6	-	158641853	158704168	9.654270	29.886534	31.703184
SERAC1	SERAC1	chr6	-	161524155	161583012	0.0	0.0	0.0
SOD2	SOD2	chr6	-	163174805	163184010	41.240208	127.666489	135.426682
ACAT2	ACAT2	chr6	+	163256797	163274810	87.393646	270.542816	286.987732
PNLDC1	PNLDC1	chr6	+	163301652	163325006	0.000000	0.000000	0.000000
SLC22A2	SLC22A2	chr6	-	163742731	163786407	0.0	0.0	0.0
PLG	PLG	chr6	+	164236598	164295362	0.706691	2.187690	2.320668
AGPAT4	AGPAT4	chr6	-	164692352	164841639	4.543705	14.065859	14.920850
PRKN	PRKN	chr6	-	164925937	166372286	0.116600	0.360956	0.382897
CCHCR1	CCHCR1	chr6_cox_hap1	-	539879	555084	0.0	0.0	0.0
DKFZP469I0912	DKFZP469I0912	chr6_cox_hap1	+	778322	795838	0.0	0.0	0.0
LOC100173170	LOC100173170	chr6_cox_hap1	+	1171712	1177649	0.0	0.0	0.0
SLC39A7	SLC39A7	chr6_qbl_hap2	+	1038023	1041551	0.0	0.0	0.0
VPS52	VPS52	chr6_qbl_hap2	-	1089101	1111647	0.0	0.0	0.0
PNLDC1	PNLDC1	chr6_random	+	7419443	7424926	90.678932	280.713013	297.776123
LYRM2	LYRM2	chr6_random	-	7594679	7599050	0.791838	2.451277	2.600278
TBCC	TBCC	chr6_random	-	7899863	7901178	5.729483	17.736649	18.814768
MRPS10	MRPS10	chr6_random	-	9922161	9923275	18.338116	56.768944	60.219643
MRS2	MRS2	chr6_random	+	10474353	10485272	1.458672	4.515583	4.790061
TMEM242	TMEM242	chr6_random	-	10704155	10735451	3.773262	11.680814	12.390830
TBCC	TBCC	chr6_random	-	12906140	12906405	5.127820	15.874091	16.838997
SUN1	SUN1	chr7	+	683548	759883	5.883138	18.212315	19.319349
GNA12	GNA12	chr7	-	2691978	2726556	5.103081	15.797509	16.757757
ACTB	ACTB	chr7	-	5558043	5561465	3262.653320	10100.131836	10714.067383
TECPR1	TECPR1	chr7	-	7014901	7050692	0.948940	2.937615	3.116178
TMEM130	TMEM130	chr7	-	7732277	7753455	5.306530	16.427320	17.425854
PTCD1	PTCD1	chr7	-	8324282	8341731	19.961451	61.794273	65.550430
ATP5MF	ATP5MF	chr7	-	8361580	8369263	214.022278	662.544556	702.817261
ZNF394	ZNF394	chr7	-	8396727	8403853	4.546839	14.075561	14.931142
ZKSCAN1	ZKSCAN1	chr7	+	9004108	9017293	0.000000	0.000000	0.000000
ZNF3	ZNF3	chr7	-	9055661	9067004	6.784095	21.001389	22.277958
COPS6	COPS6	chr7	+	9074268	9077202	252.399109	781.346924	828.841003
AP4M1	AP4M1	chr7	+	9086684	9092205	13.129053	40.643353	43.113853
LAMTOR4	LAMTOR4	chr7	+	9133163	9138440	325.511017	1007.678101	1068.929688
TRIM74	TRIM74	chr7	+	9208448	9229022	10.845631	33.574608	35.615437
SRRT	SRRT	chr7	+	9947992	9964001	62.309116	192.889099	204.613846
PLOD3	PLOD3	chr7	-	10280826	10292169	6.546928	20.305466	21.539732
CUX1	CUX1	chr7	+	11025662	11420471	0.0	0.0	0.0
PRKRIP1	PRKRIP1	chr7	+	11485354	11516803	9.563774	29.606388	31.406010
YWHAG	YWHAG	chr7	+	11825353	11855748	3.386488	10.483485	11.120722
MDH2	MDH2	chr7	-	12159694	12178666	228.954025	708.768433	751.850891
EIF4H	EIF4H	chr7	-	13837747	13860247	35.462143	109.779465	116.452400
STX1A	STX1A	chr7	+	14363926	14373857	4.817073	14.912118	15.818550
TBL2	TBL2	chr7	+	14497827	14507336	8.804728	27.256624	28.913416
SBDS	SBDS	chr7	-	15124306	15132428	16.084799	49.793396	52.820084
TYW1	TYW1	chr7	+	15133648	15406343	1.504184	4.656473	4.939516
GUSB	GUSB	chr7	+	21899225	21921730	42.394680	131.240387	139.217819
DKFZP459E0319	DKFZP459E0319	chr7	+	21899237	21921730	0.000000	0.000000	0.000000
ERV3-1	ERV3-1	chr7	+	22463101	22464915	0.0	0.0	0.0
SUMF2	SUMF2	chr7	-	27722681	27739140	9.584098	29.669306	31.472750
CCT6A	CCT6A	chr7	-	27739438	27752003	90.193558	279.210449	296.182220
PSPH	PSPH	chr7	+	27752213	27793075	0.000000	0.000000	0.000000
DKFZP468A2313	DKFZP468A2313	chr7	+	27769895	27793076	14.488535	44.851875	47.578190
IGFBP3	IGFBP3	chr7	+	38231413	38241059	3.186619	9.864755	10.464382
PPIA	PPIA	chr7	-	39282504	39289142	1688.360352	5226.624023	5544.323730
OGDH	OGDH	chr7	-	39384972	39492963	12.098646	37.453541	39.730152
DDX56	DDX56	chr7	+	39526959	39535032	122.276535	378.529083	401.537933
NUDCD3	NUDCD3	chr7	+	39628760	39736807	15.060116	46.621304	49.455177
URGCP	URGCP	chr7	+	40151755	40183292	1.070044	3.312514	3.513865
HECW1	HECW1	chr7	-	40514009	40701451	0.0	0.0	0.0
